Property Address,Property City,Property Zip Code,Sale Date,Sale_Price,PropertyType,Cap_Rate,Bldg SF,Floor Area Ratio,Building Class,Building Condition,BuildingMaterials,Year Built,Number Of Units,Longitude,Latitude
197 Blossom Way,Hayward,94541,6/29/2007,1020000,Multi-Family,5.32,6596,0.332728006,C,Other,WoodFrame,1960,6,-122.108247,37.676712
3570 Pacheco Blvd,Martinez,94553,7/10/2007,1002000,Multi-Family,6.87,6848,0.234641083,C,Other,WoodFrame,1962,10,-122.103966,38.010918
3262 Rolison Rd,Redwood City,94063,3/30/2007,1000000,Multi-Family,4.24,9104,1.21516284,C,Other,ReinforcedConcrete,1972,7,-122.194359,37.485653
78 Glen Ave,Oakland,94611,1/22/2007,1000000,Multi-Family,5.1,3489,1.14430961,C,Other,WoodFrame,1918,7,-122.250936,37.825634
1390 Jonathan St,Santa Clara,95050,5/25/2007,1000000,Multi-Family,3.97,3934,0.430086367,C,Other,ReinforcedConcrete,1976,4,-121.945362,37.341138
460 W 10th St,Pittsburg,94565,7/3/2007,1000000,Multi-Family,5.3,10071,1.616792423,C,Other,Masonry,1947,12,-121.89262,38.029701
1969-1971 Euclid Ave,Menlo Park,94025,5/24/2007,998000,Multi-Family,3.8,2811,0.311779059,B,Other,WoodFrame,1946,4,-122.1450139,37.4598709
1125 3rd St,Novato,94945,8/7/2007,985000,Multi-Family,9.85,15748,2.10197544,C,Other,Unknown,1963,5,-122.572894,38.111285
1718 S Grant St,San Mateo,94402,3/1/2007,975000,Multi-Family,4,4310,0.828686791,C,Other,Unknown,1958,5,-122.30307,37.557012
2128 Monroe St,Santa Clara,95050,1/19/2007,957500,Multi-Family,5.33,4123,0.591620032,C,Other,WoodFrame,1960,6,-121.95667,37.360481
154 Poplar Ave,Redwood City,94061,7/25/2007,950000,Multi-Family,4.27,5050,0.918014906,C,Other,Unknown,1964,5,-122.2233322,37.4752002
1534 Benton St,Alameda,94501,2/21/2007,950000,Multi-Family,4.2,2583,0.5030185,B,Good,Unknown,1903,4,-122.260611,37.773949
2215 Royal Dr,Santa Clara,95050,7/27/2007,942000,Multi-Family,3.78,3874,0.404257539,C,Other,WoodFrame,1958,6,-121.963441,37.357614
22620 3rd St,Hayward,94541,5/11/2007,937500,Multi-Family,6,2012,0.129747856,C,Other,WoodFrame,1937,6,-122.07701,37.676074
669 N 2nd St,San Jose,95112,2/9/2007,935000,Multi-Family,5,3640,0.596917022,C,Good,WoodFrame,1957,6,-121.898937,37.348773
1131 Oakmont Dr,San Jose,95117,4/27/2007,930000,Multi-Family,4,3692,0.498582039,C,Other,Masonry,1963,4,-121.971576,37.305363
1522 Prince St,Berkeley,94703,4/26/2007,925000,Multi-Family,7.69,4934,0.725694955,C,Other,WoodFrame,1963,6,-122.2775667,37.8514257
491 Leigh Ave,San Jose,95128,3/13/2007,919000,Multi-Family,6.4,3480,0.570678911,C,Other,Unknown,1956,8,-121.9240726,37.3198732
3789 Starview Dr,San Jose,95124,4/17/2007,911000,Multi-Family,3.9,3500,0.502224135,C,Other,Unknown,1963,4,-121.945772,37.259666
1445 Loeffler Ln,Concord,94521,9/17/2007,900000,Multi-Family,5.27,4980,0.519670249,C,Other,Unknown,1961,6,-122.002198,37.967011
752 Vine St,San Jose,95110,9/12/2007,900000,Multi-Family,6.5,4303,0.625254287,C,Other,Unknown,1958,8,-121.886096,37.322651
354 Camille Ln,Mountain View,94040,4/6/2007,880000,Multi-Family,4.72,2600,0.2769788,C,Other,Unknown,1954,5,-122.0801412,37.3823405
382 N Fairoaks Ave,Sunnyvale,94085,8/24/2007,879000,Multi-Family,5.4,2808,0.290112615,C,Other,WoodFrame,1954,6,-122.0176906,37.3828438
506-512 Redwood Ave,Redwood City,94061,6/21/2007,875000,Multi-Family,3.77,4030,0.486950217,C,Other,WoodFrame,1960,4,-122.227649,37.472976
103 Virginia Hills Dr,Martinez,94553,4/24/2007,860000,Multi-Family,3.5,3670,0.364738621,C,Other,WoodFrame,1972,4,-122.0930627,37.9573253
8036 Greenridge Dr,Oakland,94605,1/5/2007,850000,Multi-Family,5.42,6102,0.26939208,B,Other,WoodFrame,1968,6,-122.1536773,37.7728361
2700-2714 Sacramento St,Berkeley,94702,2/9/2007,839500,Multi-Family,7.5,4005,0.395126283,C,Other,WoodFrame,1928,8,-122.280451,37.858446
3621 Dimond Ave,Oakland,94602,7/13/2007,835000,Multi-Family,7,10464,1.691835085,C,Other,WoodFrame,1963,6,-122.216942,37.802676
415 E 19th St,Oakland,94606,5/1/2007,810000,Multi-Family,4,4796,1.596006656,C,Other,Unknown,1934,6,-122.2499205,37.7994496
4833 Shafter Ave,Oakland,94609,4/3/2007,800000,Multi-Family,5.31,4069,0.389229003,C,Other,Masonry,1924,5,-122.259,37.834818
64-68 N 10th St,San Jose,95112,3/8/2007,800000,Multi-Family,5.1,3900,0.617479417,C,Other,WoodFrame,1898,6,-121.881506,37.341731
690 Whipple Ave,Redwood City,94063,2/9/2007,800000,Multi-Family,4.41,3064,0.611698942,C,Other,WoodFrame,1960,5,-122.2368678,37.4932524
357 Lester Ave,Oakland,94606,6/27/2007,780000,Multi-Family,5.51,3903,0.466698553,C,Other,Masonry,1935,5,-122.249498,37.802398
872 S 45th St,Richmond,94804,3/21/2007,760000,Multi-Family,7,4356,0.483141083,C,Other,WoodFrame,1962,6,-122.327977,37.919827
620-622 S 3rd St,San Jose,95112,8/3/2007,750000,Multi-Family,4.7,6642,0.755975415,C,Other,WoodFrame,1898,11,-121.8811585,37.3278934
870 31st St,Oakland,94608,5/31/2007,750000,Multi-Family,6.5,5056,0.720946813,C,Other,WoodFrame,1962,7,-122.275248,37.821631
525 S 30th St,Richmond,94804,3/8/2007,735000,Multi-Family,4.9,3477,0.798209366,C,Other,Unknown,1960,4,-122.340772,37.924602
9426 Hillside St,Oakland,94603,9/18/2007,715000,Multi-Family,7,12520,1.671115857,C,Other,WoodFrame,1962,7,-122.161285,37.75181
332 N 8th St,San Jose,95112,3/27/2007,700000,Multi-Family,4.08,5292,0.759362893,C,Other,WoodFrame,1898,4,-121.886578,37.344873
5400 Walnut St,Oakland,94619,4/12/2007,700000,Multi-Family,5.61,5230,1.044120583,C,Other,Masonry,1924,8,-122.193874,37.774938
510-512 Redwood Ave,Redwood City,94061,6/21/2007,675000,Multi-Family,3.48,3110,0.446262018,C,Other,WoodFrame,1951,2,-122.227741,37.472812
822 56th St,Oakland,94608,3/9/2007,667000,Multi-Family,4.56,3092,0.773386693,C,Other,WoodFrame,1912,5,-122.270967,37.840759
1349 Derby St,Berkeley,94702,3/14/2007,640000,Multi-Family,4.07,2320,0.641770401,C,Other,WoodFrame,1923,5,-122.282731,37.858568
546 30th St,Oakland,94609,4/12/2007,635000,Multi-Family,6.2,3076,0.547428368,B,Other,Masonry,1907,6,-122.268474,37.819457
9301 Bancroft Ave,Oakland,94603,8/29/2007,560000,Multi-Family,6.08,3673,0.633603588,B,Other,Masonry,1965,6,-122.164786,37.751893
1936 22nd St,San Pablo,94806,3/8/2007,538000,Multi-Family,4.2,2552,0.770996979,C,Other,Unknown,1970,3,-122.347352,37.959112
3084 22nd Ave,Oakland,94602,3/9/2007,500000,Multi-Family,6,2990,0.596925534,C,Other,WoodFrame,1908,5,-122.2261,37.798156
532 25th St,Oakland,94612,1/5/2007,415000,Multi-Family,8.56,2255,0.73958675,C,Other,Masonry,1908,5,-122.269217,37.814666
355 Berry St,San Francisco,94158,3/28/2008,115000000,Multi-Family,4.15,162850,2.033464444,A,Other,ReinforcedConcrete,2007,193,-122.3969067,37.772466
3133 Frontera Way,Burlingame,94010,10/22/2007,55750000,Multi-Family,3.15,171515,0.802266732,B,Other,WoodFrame,1967,139,-122.4022108,37.5821522
111 N Rengstorff Ave,Mountain View,94043,2/6/2008,47000000,Multi-Family,3.8,271000,0.576046662,C,Other,WoodFrame,1962,188,-122.095632,37.403992
889 Mowry Ave,Fremont,94536,1/31/2008,40300000,Multi-Family,4.5,162932,0.280811211,B,Other,Masonry,1973,204,-121.9765583,37.5669235
1221 Jones St,San Francisco,94109,4/25/2008,37265000,Multi-Family,4.2,108000,8.609007573,A,Other,Steel,1971,72,-122.4147254,37.7927489
7375 Rollingdell Dr,Cupertino,95014,11/16/2007,36200000,Multi-Family,5.22,118240,0.530160025,C,Other,WoodFrame,1978,128,-122.033342,37.306308
1800 Stokes St,San Jose,95126,11/7/2007,35550000,Multi-Family,5,174964,0.587226045,B,Other,WoodFrame,1970,200,-121.9260691,37.300403
745 S Bernardo Ave,Sunnyvale,94087,4/24/2008,33000000,Multi-Family,4.8,160056,0.74080451,C,Other,WoodFrame,1968,147,-122.0583308,37.3712175
1552 E Gate Way,Pleasanton,94566,10/25/2007,28550000,Multi-Family,4.1,111574,0.428972379,A,Other,WoodFrame,2002,100,-121.8951335,37.6563959
11720-11780 San Pablo Ave,El Cerrito,94530,11/6/2007,28000000,Multi-Family,5.2,126165,0.839521699,A,Other,Masonry,1992,135,-122.3192779,37.9274961
555 S Park Victoria Dr,Milpitas,95035,4/2/2008,27500000,Multi-Family,4.6,111182,0.375351105,A,Other,WoodFrame,1973,137,-121.88237,37.426974
20875 Valley Green Dr,Cupertino,95014,3/20/2008,26150000,Multi-Family,4.6,382196,0.877401286,C,Other,WoodFrame,1964,468,-122.037475,37.333013
1930 Almaden Rd,San Jose,95125,12/20/2007,26000000,Multi-Family,4,113500,0.427849819,B,Other,WoodFrame,1977,152,-121.878767,37.299692
1001 Cresta Dr,San Rafael,94903,10/5/2007,24000000,Multi-Family,3.8,101015,0.374634693,B,Other,Unknown,1968,104,-122.5349632,38.0223528
850 Meridian Way,San Jose,95126,11/28/2007,22375000,Multi-Family,5.2,106762,0.747235365,C,Other,WoodFrame,1978,112,-121.9126581,37.3126367
1100-1128 E Leland Rd,Pittsburg,94565,3/12/2008,22000000,Multi-Family,5.99,164928,0.434151298,B,Other,WoodFrame,1986,208,-121.874258,38.0086
2130 Southwest Expy,San Jose,95126,1/30/2008,18810000,Multi-Family,5,80145,0.475420728,B,Other,WoodFrame,1971,114,-121.930091,37.298091
4271 N First St,San Jose,95134,4/30/2008,14740940,Multi-Family,5.59,4517,0.003947319,C,Other,WoodFrame,1980,158,-121.9619545,37.4181572
2130 Southwest Expy,San Jose,95126,1/30/2008,12705000,Multi-Family,5,80145,0.475420728,B,Other,WoodFrame,1971,114,-121.930091,37.298091
13495 Bancroft Ave,San Leandro,94578,10/31/2007,12500000,Multi-Family,5.5,65471,0.703989247,C,Other,ReinforcedConcrete,1963,92,-122.1426043,37.7165563
851 N Amphlett Blvd,San Mateo,94401,4/11/2008,12350000,Multi-Family,5.82,59460,0.780007871,C,Other,WoodFrame,1972,76,-122.3281526,37.5831132
415-417 A St,Daly City,94014,3/31/2008,11800000,Multi-Family,5.2,46639,1.639677964,B,Other,WoodFrame,1965,85,-122.4639267,37.6862398
851 N Amphlett Blvd,San Mateo,94401,10/1/2007,10500000,Multi-Family,6.19,59460,0.780007871,C,Other,WoodFrame,1972,76,-122.3281526,37.5831132
840-842 Coleman Ave,Menlo Park,94025,10/15/2007,9740000,Multi-Family,5.03,49245,1.090190609,C,Other,WoodFrame,1959,41,-122.1641601,37.4632712
191 Frederick St,San Francisco,94117,10/31/2007,9100000,Multi-Family,7.06,15200,2.171428571,B,Other,WoodFrame,1910,29,-122.446064,37.76699
2800 Gentrytown Dr,Antioch,94509,11/8/2007,8850000,Multi-Family,5.59,67400,0.37923972,C,Other,WoodFrame,1978,85,-121.838971,37.996237
4935 San Pablo Dam Rd,El Sobrante,94803,12/31/2007,8750000,Multi-Family,4.5,55290,0.547106146,B,Other,WoodFrame,1988,75,-122.290659,37.964411
1626-1656 Hillsdale Ave,San Jose,95124,11/13/2007,8550000,Multi-Family,5.05,57770,0.724715859,B,Other,WoodFrame,1965,48,-121.9055646,37.2673791
850 E Leland Rd,Pittsburg,94565,2/28/2008,8000000,Multi-Family,6.25,73852,0.294853675,B,Other,WoodFrame,1965,81,-121.879513,38.009015
2185 Bay St,San Francisco,94123,10/31/2007,7900000,Multi-Family,4.09,12438,2.653723064,B,Other,Masonry,1926,24,-122.442897,37.801669
890 Bush St,San Francisco,94108,10/31/2007,7500000,Multi-Family,3.6,23800,5.194238324,B,Other,Masonry,1919,47,-122.4119479,37.7899951
434 Central Ave,Alameda,94501,9/26/2007,7365000,Multi-Family,5.4,34480,0.737019858,C,Other,WoodFrame,1964,53,-122.284534,37.771204
3713 Mt Diablo Blvd,Lafayette,94549,12/19/2007,6900000,Multi-Family,4.83,29025,0.584497966,C,Other,WoodFrame,1958,46,-122.130687,37.888903
2165 Carlmont Dr,Belmont,94002,11/27/2007,6475000,Multi-Family,4.23,28620,1.303397395,C,Other,ReinforcedConcrete,1966,21,-122.296499,37.5097419
1895 Jefferson St,San Francisco,94123,10/25/2007,6100000,Multi-Family,4,11205,2.390655003,B,Other,WoodFrame,1927,18,-122.4435082,37.8045604
1275 El Camino Real,Millbrae,94030,4/16/2008,5850000,Multi-Family,5.24,18900,0.741583615,C,Other,ReinforcedConcrete,1962,27,-122.3999218,37.6080204
1 Cabrillo St,San Francisco,94118,10/17/2007,5800000,Multi-Family,4,21000,2.678571429,C,Other,Unknown,1966,23,-122.4587959,37.7753841
1962 Bellomy St,Santa Clara,95050,4/4/2008,5550000,Multi-Family,7.92,26403,0.968277835,C,Other,WoodFrame,1961,37,-121.9543036,37.3401893
461-465 Bellevue Ave,Oakland,94610,5/9/2008,5200000,Multi-Family,5.65,17604,1.022121582,C,Other,Masonry,1921,22,-122.2531942,37.8078967
1385 Clay St,San Francisco,94109,11/16/2007,4800000,Multi-Family,4,13885,3.985361653,C,Other,WoodFrame,1907,24,-122.415868,37.7929445
2020-2024 Clarmar Way,San Jose,95128,11/8/2007,4750000,Multi-Family,5.52,16524,0.379338843,C,Other,WoodFrame,1956,34,-121.9333079,37.3261871
1920 Latham Rd,Mountain View,94040,5/14/2008,4350000,Multi-Family,4.96,22222,0.800244877,C,Other,WoodFrame,1961,23,-122.096332,37.395001
2541-2569 Le Conte Ave,Berkeley,94709,2/8/2008,4330000,Multi-Family,4.26,20779,1.662187025,C,Other,WoodFrame,1950,29,-122.2595032,37.877334
1801 Jackson St,San Francisco,94109,4/11/2008,4250000,Multi-Family,3.94,8286,2.161753196,C,Other,Unknown,1955,12,-122.4248729,37.7935597
250 Divisadero St,San Francisco,94117,11/16/2007,4000000,Multi-Family,5.22,10200,2.72,C,Other,Unknown,1925,16,-122.4368858,37.7715333
39 Fair Oaks St,San Francisco,94110,11/20/2007,3900000,Multi-Family,5.2,12948,1.857942316,C,Other,WoodFrame,1962,17,-122.424009,37.7561
949 Fell St,San Francisco,94117,10/31/2007,3680000,Multi-Family,4.12,19046,2.572045915,B,Other,Unknown,1909,12,-122.4333805,37.7743467
52 E 41st Pl,San Mateo,94403,2/29/2008,3666500,Multi-Family,5,15794,0.360067481,C,Other,WoodFrame,1963,20,-122.2891363,37.5335313
24545 O'Neil Ave,Hayward,94544,1/31/2008,3550000,Multi-Family,6,25463,0.731695402,C,Other,Masonry,1964,32,-122.077913,37.662247
2456 Westcliffe Ln,Walnut Creek,94597,2/29/2008,3500000,Multi-Family,5,14706,0.247876214,C,Other,WoodFrame,1968,16,-122.0557689,37.9161281
2265 Marina Blvd,San Leandro,94577,10/4/2007,3350000,Multi-Family,4.5,16431,0.576870414,B,Other,WoodFrame,1959,24,-122.1809684,37.7047279
1930 Channing Way,Berkeley,94704,4/29/2008,3290000,Multi-Family,5.93,17208,1.27438347,C,Other,Masonry,1962,24,-122.270767,37.865147
239 26th Ave,San Francisco,94121,5/30/2008,3275000,Multi-Family,3.05,11334,1.889629877,C,Other,Unknown,1963,12,-122.4863715,37.7849004
287 Euclid Ave,Oakland,94610,10/31/2007,3200000,Multi-Family,5.6,18493,1.886848281,C,Other,ReinforcedConcrete,1959,27,-122.253298,37.814306
1015 Fitzuren Rd,Antioch,94509,4/23/2008,3063000,Multi-Family,6.64,39142,0.609204526,C,Other,WoodFrame,1985,25,-121.82142,37.997752
1739 Addison St,Berkeley,94703,5/1/2008,3050000,Multi-Family,5.63,11679,1.474807425,C,Other,Unknown,1970,15,-122.2757526,37.8705331
1221 Vallejo Ave,Novato,94945,11/7/2007,2995000,Multi-Family,5.86,22308,0.990586146,C,Other,Unknown,1962,20,-122.572598,38.109914
248 Anza St,San Francisco,94118,12/17/2007,2982500,Multi-Family,3.32,9098,2.270526578,C,Other,WoodFrame,1963,10,-122.4497163,37.7810179
2950 Van Ness Ave,San Francisco,94109,4/3/2008,2950000,Multi-Family,2.46,9045,2.349350649,C,Other,WoodFrame,1925,12,-122.4245718,37.802963
150 28th St,San Francisco,94131,11/15/2007,2845000,Multi-Family,4,9963,1.633814365,B,Other,WoodFrame,1965,12,-122.4258148,37.7457246
1763 Golden Gate Ave,San Francisco,94115,11/8/2007,2800000,Multi-Family,5.49,10275,2.144646212,C,Other,Unknown,1908,12,-122.4395348,37.7784117
2821 Jackson St,San Francisco,94115,2/28/2008,2800000,Multi-Family,3.63,5219,1.221390124,C,Other,WoodFrame,1900,6,-122.441917,37.791353
1448-1450 Bush St,San Francisco,94109,12/18/2007,2775000,Multi-Family,4.85,12430,3.52324263,C,Other,Unknown,1980,12,-122.4211275,37.7888534
4950 California St,San Francisco,94118,5/16/2008,2700000,Multi-Family,3.9,10950,2.654545455,C,Other,WoodFrame,1923,12,-122.4707587,37.7847281
3040-3080 David Ave,San Jose,95128,12/21/2007,2684000,Multi-Family,7.19,11260,0.65162037,C,Other,WoodFrame,1957,22,-121.9479598,37.2973551
2351 Jackson St,San Francisco,94115,1/31/2008,2675000,Multi-Family,3.28,6055,1.904687008,C,Other,WoodFrame,1900,10,-122.43372,37.792314
1201 Geraldine Way,Belmont,94002,5/28/2008,2625000,Multi-Family,5.6,16558,1.275654854,C,Other,Unknown,1964,13,-122.2928321,37.5075305
300 Monte Vista Ave,Oakland,94611,11/1/2007,2560000,Multi-Family,4.93,13454,1.629997577,C,Other,WoodFrame,1962,16,-122.2499379,37.822873
1332 Shattuck Ave,Berkeley,94709,2/27/2008,2550000,Multi-Family,5.7,14298,1.513336156,C,Other,Unknown,1924,18,-122.2699618,37.8826262
3827-3831 Pacheco Blvd,Martinez,94553,3/6/2008,2548000,Multi-Family,6.94,18273,0.325188639,C,Other,Unknown,1980,25,-122.0976977,38.0100391
1949 Cooley Ave,East Palo Alto,94303,1/29/2008,2500000,Multi-Family,2.76,7653,0.554605406,C,Other,WoodFrame,1949,10,-122.139559,37.458321
114-118 Orange Ave,South San Francisco,94080,12/19/2007,2395000,Multi-Family,4.35,12320,1.120203673,C,Other,WoodFrame,1972,11,-122.4232168,37.6568425
475 Merritt Ave,Oakland,94610,4/25/2008,2350000,Multi-Family,5.29,14058,2.232137186,C,Other,WoodFrame,1962,10,-122.2490205,37.8066053
1651 Larkin St,San Francisco,94109,12/31/2007,2350000,Multi-Family,3.54,6900,2.227962544,B,Other,WoodFrame,1910,12,-122.4198983,37.7932482
2244 Lakeshore Ave,Oakland,94606,1/24/2008,2350000,Multi-Family,4.87,12556,1.687634409,C,Other,Unknown,1966,11,-122.249681,37.805993
367 Arguello Blvd,San Francisco,94118,10/25/2007,2325000,Multi-Family,4.2,5344,1.778369384,C,Other,WoodFrame,1985,5,-122.459429,37.7837575
180 Dolores St,San Francisco,94103,4/29/2008,2325000,Multi-Family,4.09,7600,1.453988904,C,Other,Unknown,1921,9,-122.4269332,37.7666581
1019-1023 Noel Dr,Menlo Park,94025,3/5/2008,2255000,Multi-Family,3.42,7460,0.515870272,C,Other,WoodFrame,1949,9,-122.180552,37.454679
308 Lux Ave,South San Francisco,94080,1/3/2008,2250000,Multi-Family,4.66,17918,1.421950639,C,Other,WoodFrame,1964,13,-122.4098952,37.6575236
1725 Hyde St,San Francisco,94109,1/31/2008,2246295,Multi-Family,5.1,7746,2.964408726,C,Other,WoodFrame,1911,7,-122.418737,37.7967655
3441-3447 20th St,San Francisco,94110,4/16/2008,2210000,Multi-Family,4.53,11450,1.902309354,B,Other,WoodFrame,1900,6,-122.4177,37.758563
33 E 7th St,Antioch,94509,4/25/2008,2200000,Multi-Family,6.06,20390,0.592525863,C,Other,WoodFrame,1973,24,-121.804815,38.013845
433-451 Stanford Ave,Palo Alto,94306,3/5/2008,2175000,Multi-Family,3.65,4650,0.313977043,C,Other,Unknown,1951,10,-122.148422,37.428251
1685 Solano Ave,Berkeley,94707,2/7/2008,2165000,Multi-Family,5.05,10860,1.650205136,C,Other,WoodFrame,,13,-122.2830772,37.8913899
424-428 Cole St,San Francisco,94117,11/21/2007,2150000,Multi-Family,5.46,5550,2.08882198,C,Other,WoodFrame,1904,6,-122.450283,37.771033
155 Fair Oaks St,San Francisco,94110,1/24/2008,2029000,Multi-Family,4.25,4350,1.248564868,C,Other,WoodFrame,1910,5,-122.423909,37.754265
430 E Maude Ave,Sunnyvale,94085,11/20/2007,2025000,Multi-Family,4.7,8736,0.527791203,C,Other,Unknown,1954,12,-122.0216805,37.3865601
420 Lake St,San Francisco,94118,11/9/2007,1950000,Multi-Family,4.1,4926,1.885189437,C,Other,Unknown,1904,6,-122.4641529,37.7869569
3275 Brookdale Dr,Santa Clara,95051,1/15/2008,1950000,Multi-Family,3.95,7360,0.459397041,C,Other,Unknown,1973,9,-121.98679,37.3418775
1500 Hillside Dr,Burlingame,94010,12/5/2007,1950000,Multi-Family,3.42,7494,1.063280363,C,Other,ReinforcedConcrete,1964,9,-122.3723322,37.5873745
3154 Octavia St,San Francisco,94123,2/13/2008,1935000,Multi-Family,6.79,3150,1.827146172,C,Other,Unknown,1924,4,-122.4294768,37.801518
29 Belle Ave,San Anselmo,94960,10/22/2007,1920000,Multi-Family,3.8,3000,0.340947835,C,Other,WoodFrame,1964,7,-122.5623033,37.9698091
1250 Sanchez St,San Francisco,94114,2/22/2008,1825000,Multi-Family,3.57,4674,2.683122847,C,Other,WoodFrame,1916,6,-122.4296819,37.7492624
1091 Mi Casa Ct,Concord,94518,3/12/2008,1818000,Multi-Family,6.37,12412,0.445225626,B,Other,Unknown,1988,15,-122.040954,37.953626
2562 Post St,San Francisco,94115,10/12/2007,1800000,Multi-Family,4.5,4680,1.360069747,C,Other,WoodFrame,1965,8,-122.4440637,37.7839594
3856 19th St,San Francisco,94114,3/11/2008,1800000,Multi-Family,6.33,3432,0.601472135,C,Other,Unknown,1962,5,-122.429441,37.75985
215 W Olive Ave,Sunnyvale,94086,1/10/2008,1790000,Multi-Family,4.43,6390,0.584469039,C,Good,Unknown,1970,9,-122.0333839,37.3713347
2249 Van Ness Ave,San Francisco,94109,1/15/2008,1750000,Multi-Family,3.84,4940,1.488400121,B,Other,WoodFrame,1900,7,-122.4238931,37.7963936
800 E 20th St,Oakland,94606,3/14/2008,1700000,Multi-Family,6.88,9416,1.059644384,C,Other,Masonry,1963,16,-122.2454596,37.7974912
34752-34770 Perry Rd,Union City,94587,11/9/2007,1700000,Multi-Family,5.3,8354,0.430596361,C,Other,WoodFrame,1972,10,-122.0221956,37.583682
244 N Ellsworth Ave,San Mateo,94401,2/15/2008,1690000,Multi-Family,8.02,9065,0.774521531,C,Other,Unknown,1963,11,-122.3293321,37.5715341
1051 Post St,San Francisco,94109,2/5/2008,1675000,Multi-Family,6.4,19860,6.617794069,B,Other,Unknown,1914,27,-122.4190541,37.7866873
460 Lyon St,San Francisco,94117,5/15/2008,1650000,Multi-Family,5.2,5174,5.940298507,C,Other,WoodFrame,1900,7,-122.442699,37.775154
400 20th St,Richmond,94801,11/16/2007,1650000,Multi-Family,5.4,12441,0.771917851,C,Other,WoodFrame,1992,13,-122.350071,37.937106
1013 Noe St,San Francisco,94114,10/23/2007,1650000,Multi-Family,5.9,4875,1.474591652,C,Other,WoodFrame,1908,5,-122.431678,37.752783
225 Downey St,San Francisco,94117,1/29/2008,1650000,Multi-Family,4.44,4752,2.377188594,C,Other,Unknown,1911,5,-122.4469667,37.7648984
1468 Folsom St,San Francisco,94103,1/24/2008,1650000,Multi-Family,2.27,10035,2.084978184,C,Other,WoodFrame,1908,12,-122.4138297,37.7723177
510 N El Camino Real,San Mateo,94401,5/23/2008,1635000,Multi-Family,2.91,5431,0.479558499,C,Other,Unknown,1950,7,-122.3381097,37.5711476
