Property: Property Name,Prop City,Prop County,Last Sale,Last Price,Est. Sale Cap,Units,# 1 Bedrooms,# 2 Bedrooms,# 3 Bedrooms,Square Footage,Year Built,Prop Zip Code
1740 35th Ave,Oakland,Alameda,2/11/2013,305000,14.86,5,1,1,0,2857,1940,94601
8500 International Blvd,Oakland,Alameda,8/29/2014,797000,14.79,13,5,5,0,6904,1933,94621
510 N 2nd St,San Jose,Santa Clara,4/9/2015,770000,14.72,9,9,0,0,2685,1907,95112
4230 Carrington St,Oakland,Alameda,12/18/2013,370000,14.7,6,2,0,0,3776,,94601
1134-1142 International Blvd,Oakland,Alameda,10/14/2013,420000,14.68,6,2,4,0,3820,1906,94606
833-881 Jamestown Ave,San Francisco,San Francisco,11/30/2012,29000000,14.65,121,35,35,35,104000,2013,94124
1560 Michigan Ave,Alviso,Santa Clara,9/21/2012,365000,14.62,4,1,2,1,3114,1983,95002
3768-3770 Brookdale Ave,Oakland,Alameda,4/3/2013,500000,14.51,8,8,0,0,10576,1941,94619
6400 Macarthur Blvd,Oakland,Alameda,12/31/2013,875000,14.51,14,9,4,0,11630,1964,94605
1530 Mcallister St,San Francisco,San Francisco,5/18/2015,800000,14.48,6,3,3,0,6390,1915,94115
1030 N San Joaquin St,Stockton,San Joaquin,7/3/2013,325000,14.4,10,10,0,0,5519,1971,95202
2120-2124 24th St,San Francisco,San Francisco,1/14/2014,439000,14.39,6,3,3,0,5014,,94107
106 International Blvd,Oakland,Alameda,7/19/2012,501000,14.36,7,3,1,0,6267,1905,94606
3208-3214 San Leandro St,Oakland,Alameda,5/8/2015,675000,14.21,8,5,0,0,4520,1918,94601
1423 57th Ave,Oakland,Alameda,6/28/2012,320000,14.17,5,0,2,2,6150,1965,94621
1566 Guerrero St,San Francisco,San Francisco,8/28/2012,373000,14.12,5,4,0,0,3594,1923,94110
20325 Concord Ave,Hayward,Alameda,11/15/2012,270000,14.08,5,0,5,0,3112,1948,94541
121 Healdsburg Ave,Cloverdale,Sonoma,10/31/2012,1900000,14.01,15,6,5,4,14778,2006,95425
2752 Kollmar Dr,San Jose,Santa Clara,6/12/2015,1350500,13.99,17,16,1,0,17646,1959,95127
1405 Townview Ave,Santa Rosa,Sonoma,8/4/2016,24100000,13.92,189,109,80,0,194552,2001,95405
37393 Cherry St,Newark,Alameda,12/27/2013,437500,13.91,8,0,7,1,6274,1965,94560
5735 Avenal Ave,Oakland,Alameda,6/16/2014,1955000,13.91,30,18,0,0,21960,1925,94605
1628 Fifth Ave,Belmont,San Mateo,3/19/2014,825000,13.9,7,5,2,0,12654,1958,94002
1707 36th Ave,Oakland,Alameda,8/5/2013,1575000,13.82,24,22,1,0,13350,1940,94601
Creekside Village Senior Apartments,Pittsburg,Contra Costa,2/4/2016,11350000,13.76,88,82,6,0,65294,2004,94565
1374 E 32nd St,Oakland,Alameda,7/19/2013,375000,13.7,5,4,0,0,2932,1900,94602
739-741 International Blvd,Oakland,Alameda,5/2/2012,730000,13.66,11,10,0,0,7267,,94606
5000 Kelsey Ln,Oakley,Contra Costa,12/15/2015,4650000,13.63,50,50,0,0,30472,1995,94561
219 Cumberland St,San Francisco,San Francisco,8/11/2014,465000,13.59,6,4,2,0,4198,1964,94114
2388 Madden Ave,San Jose,Santa Clara,2/27/2013,11350000,13.51,46,13,27,6,39190,2012,95116
143 W Reed St,San Jose,Santa Clara,3/29/2013,494545,13.49,6,6,0,0,3378,1948,95110
763 Calero Ave,San Jose,Santa Clara,12/13/2013,745000,13.43,9,8,0,0,2970,1965,95123
1420 Chestnut St,Oakland,Alameda,7/2/2013,385000,13.35,5,2,1,0,2202,1890,94607
955-959 75th Ave,Oakland,Alameda,6/29/2015,1800000,13.33,20,0,20,0,15840,1961,94621
3010 Franklin St,San Francisco,San Francisco,2/18/2015,870000,13.31,6,0,6,0,7338,1922,94123
3875 Ruby St,Oakland,Alameda,3/7/2013,2435000,13.3,27,25,1,1,16896,1924,94609
25 Camp St,San Francisco,San Francisco,9/21/2012,607500,13.29,6,2,4,0,4740,1961,94110
129 Lincoln Ave,Redwood City,San Mateo,5/1/2012,1735000,13.22,14,10,4,0,11190,1963,94061
941 Center St,Oakland,Alameda,3/12/2014,618000,13.2,6,4,1,1,2904,1887,94607
333 Lenox Ave,Oakland,Alameda,5/8/2015,467000,13.2,6,6,0,0,2730,1903,94610
471 23rd Ave,San Francisco,San Francisco,8/28/2013,480000,13.16,6,2,4,0,4310,1964,94121
2100 51st Ave,Oakland,Alameda,12/18/2013,1250000,13.06,18,15,0,0,14266,1929,94601
2016 Park Blvd,Oakland,Alameda,10/16/2012,765000,13.04,11,4,0,0,7686,,94606
801-807 Foothill Blvd,Oakland,Alameda,5/31/2013,1410000,12.86,20,10,0,0,16152,1925,94606
3142 Coolidge Ave,Oakland,Alameda,6/27/2013,710000,12.77,6,0,0,5,5181,1988,94602
523 Hampshire Ave,Redwood City,San Mateo,4/2/2013,9250000,12.75,60,0,48,12,40728,1987,94063
2000 Linden St,Oakland,Alameda,10/29/2013,1565000,12.75,22,20,2,0,10400,1963,94607
642 Beacon St,Oakland,Alameda,9/24/2013,285000,12.73,4,4,0,0,7488,1922,94610
7022 Lacey Ave,Oakland,Alameda,8/2/2013,570000,12.73,8,0,8,0,5472,1955,94605
9840 E St,Oakland,Alameda,11/25/2015,1665000,12.71,14,2,12,0,11520,1989,94603
Mark Twain Senior Center,Oakland,Alameda,4/29/2016,7275000,12.71,102,15,2,0,39142,1916,94601
1832 Fruitvale Ave,Oakland,Alameda,8/19/2014,571000,12.7,8,0,1,0,3107,1915,94601
4320 San Pablo Dam Rd,El Sobrante,Contra Costa,12/2/2013,900000,12.68,9,0,9,0,7045,1989,94803
5801-5817 Trask St,Oakland,Alameda,1/13/2015,575000,12.62,8,8,0,0,6574,1942,94605
236-238 Selwyn Dr,Milpitas,Santa Clara,3/21/2014,500000,12.6,5,0,5,0,3795,1899,95035
806 W Sunset Blvd,Hayward,Alameda,5/2/2012,303500,12.53,5,0,5,0,4236,1948,94541
3170 High St,Oakland,Alameda,4/30/2013,1015000,12.51,14,3,11,0,10250,1963,94619
54 N 5th St,San Jose,Santa Clara,5/23/2016,1600000,12.5,18,18,0,0,11167,1952,95112
2537 E Lindsay St,Stockton,San Joaquin,3/18/2013,450000,12.48,12,5,5,1,8500,1961,95205
2646 E 27th St,Oakland,Alameda,8/2/2013,800000,12.47,11,8,1,2,4976,1928,94601
3017 Pleitner Ave,Oakland,Alameda,2/24/2014,582000,12.46,8,3,5,0,6000,1961,94602
3025 Pleitner Ave,Oakland,Alameda,2/24/2014,582000,12.46,8,3,5,0,6000,1961,94602
2805 E 16th St,Oakland,Alameda,8/28/2014,2623000,12.44,36,18,0,0,26753,1929,94601
2324 E 19th St,Oakland,Alameda,2/25/2013,585000,12.4,8,8,0,0,3807,1920,94601
2745 Concord Blvd,Concord,Contra Costa,10/22/2013,595000,12.39,7,6,1,0,3661,1939,94519
9940 Starr Rd,Windsor,Sonoma,7/31/2015,3150000,12.39,22,0,7,4,17000,2000,95492
765 Macarthur Blvd,Oakland,Alameda,12/24/2014,733500,12.36,10,9,1,0,7434,1960,94610
5511 Hilton St,Oakland,Alameda,6/25/2013,590000,12.29,8,4,4,0,6370,1947,94605
5000 Melrose Ave,Oakland,Alameda,6/25/2013,370000,12.25,5,2,2,1,4825,1908,94601
428 E 19th St,Oakland,Alameda,11/20/2012,1185000,12.24,16,6,0,0,10377,1921,94606
1550 Bridge Ave,Oakland,Alameda,2/14/2013,690000,12.17,7,1,6,0,5141,,94601
901 Jefferson St,Oakland,Alameda,12/22/2014,24700000,12.09,83,17,66,0,96385,2008,94607
2802 68th Ave,Oakland,Alameda,10/17/2014,525000,12.09,7,4,0,1,3770,1928,94605
1357 104th Ave,Oakland,Alameda,8/21/2013,450000,12.09,6,0,6,0,4896,1963,94603
798 Deland Ave,San Jose,Santa Clara,12/18/2012,770000,12.08,6,6,0,0,3570,1960,95128
68 Topeka Ave,San Jose,Santa Clara,7/3/2012,900000,12.06,7,7,0,0,3500,1956,95128
805 4th Ave,San Bruno,San Mateo,10/4/2013,1225000,12.03,9,8,0,1,3577,1949,94066
475 Dover Way,Campbell,Santa Clara,3/4/2013,1665000,12.02,18,8,10,0,12552,1956,95008
1510 29th Ave,Oakland,Alameda,9/30/2014,1511500,12,20,14,6,0,14374,1958,94601
3027 Capp St,Oakland,Alameda,12/28/2012,1285000,12,17,4,4,1,10608,1931,94602
2360 Samaritan Pl,San Jose,Santa Clara,10/17/2014,17000000,12,153,141,0,0,126053,1981,95124
2631 Pleasant St,Oakland,Alameda,5/31/2013,605000,11.99,8,7,1,0,5118,1945,94602
658 8th St,Oakland,Alameda,10/31/2013,600000,11.99,7,3,0,1,4956,1896,94607
1311 97th Ave - Master Copy,Oakland,Alameda,3/20/2013,380000,11.93,5,2,3,0,4340,1951,94603
2231 Village Ct,Belmont,San Mateo,4/18/2014,550000,11.91,4,3,1,0,3000,1963,94002
Coral Court Apartments,Concord,Contra Costa,11/21/2014,3000000,11.91,47,42,3,1,29181,,94520
100-140 Cielo Ln,Novato,Marin,2/25/2016,20692500,11.9,88,32,56,0,75666,1998,94949
817 Erie St,Oakland,Alameda,2/1/2016,460000,11.83,6,6,0,0,5460,1935,94610
711 Menker Ave,San Jose,Santa Clara,6/14/2012,1050000,11.81,8,0,8,0,6580,1963,95128
4309 Collins Ct,Mountain View,Santa Clara,9/1/2016,1561000,11.8,10,8,2,0,13428,1954,94040
5452 Bancroft Ave,Oakland,Alameda,11/20/2015,1625000,11.72,21,6,0,0,10572,1930,94601
536 S 8th St,San Jose,Santa Clara,1/8/2015,1710000,11.7,18,18,0,0,11500,1960,95112
1495 E 22nd St,Oakland,Alameda,11/26/2013,3100000,11.7,24,1,10,13,23957,1990,94606
3114 Ashbrook Ct,Oakland,Alameda,5/10/2012,620000,11.7,8,7,1,0,4178,1952,94601
161 Oak Ave,Redwood City,San Mateo,6/28/2012,980000,11.7,7,2,1,0,6293,1941,94061
3111 School St,Oakland,Alameda,5/16/2013,466000,11.67,6,4,2,0,4377,1954,94602
1929 26th Ave,Oakland,Alameda,3/14/2014,1787500,11.67,23,18,0,0,11331,1928,94601
2080 Marlboro Ct,San Jose,Santa Clara,5/15/2012,2134519,11.62,16,12,4,0,9316,1956,95128
570 19th St,Richmond,Contra Costa,3/29/2013,525000,11.59,8,7,0,1,5425,1962,94801
2702 20th St,Oakland,Alameda,12/21/2015,470000,11.58,6,2,2,0,3688,1920,94601
8710 Franklin St,Windsor,Sonoma,12/31/2012,460000,11.57,7,4,2,0,4400,1955,95492
237 Armour Ave,South San Francisco,San Mateo,1/22/2013,567000,11.56,4,4,0,0,2380,1951,94080
30 S 8th St,San Jose,Santa Clara,10/9/2013,962000,11.55,10,10,0,0,4356,1910,95112
608 Oakside Ave,Redwood City,San Mateo,7/12/2012,710000,11.54,5,4,1,0,4100,1957,94063
600 Oakside Ave,Redwood City,San Mateo,9/30/2012,715000,11.45,5,4,1,0,4100,1957,94063
530 24th St,Oakland,Alameda,4/30/2013,3975000,11.41,30,0,28,2,23348,1990,94612
890-898 Green St,San Francisco,San Francisco,6/14/2012,461500,11.41,5,2,2,1,6000,1908,94133
315 Leigh Ave,San Jose,Santa Clara,12/24/2013,1225000,11.39,9,2,0,1,4985,1956,95128
1627 High St,Oakland,Alameda,5/25/2012,2550000,11.38,32,31,0,0,27377,1964,94601
1448 50th St,Oakland,Alameda,2/25/2013,956000,11.38,12,0,12,0,8808,1965,94601
2350 83rd Ave,Oakland,Alameda,3/3/2014,400000,11.33,5,0,2,4,4230,1964,94605
1811 27th Ave,Oakland,Alameda,5/13/2015,3522500,11.33,44,34,6,0,21771,1950,94601
548 105th Ave,Oakland,Alameda,12/8/2015,880000,11.33,11,2,0,1,10478,1958,94603
9201 Bancroft Ave,Oakland,Alameda,4/12/2013,1280000,11.33,16,9,7,0,10858,1963,94603
2290 High St,Oakland,Alameda,7/19/2013,560500,11.32,7,6,1,0,4014,1958,94601
190 Boston Ave,San Jose,Santa Clara,10/19/2012,821500,11.32,6,5,1,0,3120,1957,95128
2451 Seminary Ave,Oakland,Alameda,7/17/2015,1937500,11.23,24,12,6,0,16707,1941,94605
1856 Franklin St,San Francisco,San Francisco,7/19/2016,750000,11.23,8,1,0,6,9777,1914,94109
1432 45th Ave,Oakland,Alameda,6/27/2014,810000,11.19,10,6,3,0,6812,1935,94601
1430-1436 45th Ave,Oakland,Alameda,6/27/2014,810000,11.19,10,6,3,0,6812,1935,94601
450 Old San Francisco Rd,Sunnyvale,Santa Clara,8/30/2016,31400000,11.18,207,103,0,0,177782,1976,94086
80 S 22nd St,San Jose,Santa Clara,8/17/2012,795000,11.18,8,8,0,0,5442,1961,95116
2424 90th Ave,Oakland,Alameda,12/30/2013,975000,11.16,12,0,8,3,8928,1963,94603
2335 Market ST,Oakland,Alameda,7/12/2013,1325000,11.13,6,0,3,3,10869,2001,94607
860 Calhoun St,San Jose,Santa Clara,9/8/2014,600000,11.12,6,0,6,0,6792,1955,95116
3071 Williams Ave,Redwood City,San Mateo,9/4/2012,1180000,11.11,8,0,8,0,3540,1950,94063
1200-1204 Castro St,San Francisco,San Francisco,10/23/2012,475000,11.08,5,1,4,0,4135,1913,94114
4317 21st St,San Francisco,San Francisco,6/15/2012,571000,11.06,6,2,4,0,4312,1962,94114
8130 Birch St,Oakland,Alameda,5/15/2014,575000,11.04,7,6,1,0,4734,1960,94621
618-634 Buckeye St,Redwood City,San Mateo,8/30/2012,2675000,11.02,18,14,4,0,11398,1953,94063
2011 Rutherford St,Oakland,Alameda,8/4/2014,825000,10.99,10,10,0,0,4560,1953,94601
1007 Leigh Ave,San Jose,Santa Clara,6/14/2013,1695000,10.98,12,9,0,1,6260,1960,95128
430 Chestnut St,Redwood City,San Mateo,8/15/2014,1050000,10.92,7,6,1,0,6112,1960,94063
3607-3609 Maple Ave,Oakland,Alameda,12/19/2014,1110000,10.89,4,0,1,2,4200,2014,94602
1783 28th Ave,Oakland,Alameda,1/30/2015,500000,10.88,6,4,0,0,8500,1951,94601
2340 8th Ave,Oakland,Alameda,6/1/2012,1250000,10.88,15,15,0,0,7914,1960,94606
624 Sycamore St,Oakland,Alameda,1/16/2014,1250000,10.88,15,0,15,6,10935,1963,94612
355 S Willard Ave,San Jose,Santa Clara,2/22/2013,920000,10.87,9,4,5,0,4369,1952,95126
420 Chestnut St,Redwood City,San Mateo,8/14/2012,1057000,10.85,7,6,1,0,4365,1953,94063
351 2nd St,Gilroy,Santa Clara,10/4/2012,535000,10.83,6,6,0,0,3416,1953,95020
56 Boston Ave,San Jose,Santa Clara,8/29/2013,860000,10.82,6,6,0,0,3312,1958,95128
518-520 E Bellevue Ave,San Mateo,San Mateo,6/12/2012,4400000,10.8,29,6,7,0,22512,1960,94401
3810 Foothill Blvd,Oakland,Alameda,6/26/2015,840000,10.79,10,6,0,1,4240,1944,94601
1518 International Blvd,Oakland,Alameda,8/13/2013,420000,10.79,5,4,1,0,3300,1913,94606
2380 Market Ave,San Pablo,Contra Costa,11/13/2012,675000,10.75,8,0,8,0,5672,1967,94806
1264 Bush St,San Francisco,San Francisco,10/21/2015,590000,10.71,6,3,0,0,4167,,94109
540 S El Camino Real,San Mateo,San Mateo,10/30/2012,7500000,10.7,21,0,18,3,22319,2002,94402
662 Garland Ave,Sunnyvale,Santa Clara,11/16/2012,3175000,10.69,20,11,7,2,15506,1959,94086
920-924 1/2 College Ave.,Santa Rosa,Sonoma,12/19/2012,427250,10.68,6,4,0,0,3084,1938,95404
1234 47th Ave,Oakland,Alameda,4/8/2013,850000,10.67,10,10,0,0,11864,,94601
3474 Boston Ave,Oakland,Alameda,7/17/2012,680000,10.67,8,6,2,0,5280,1960,94602
720 N Cloverdale Blvd,Cloverdale,Sonoma,12/16/2014,500000,10.65,7,1,4,0,3035,1949,95425
55 Boston Ave,San Jose,Santa Clara,5/18/2012,880000,10.57,6,6,0,0,3456,1953,95128
670-700 Boyd St,Santa Rosa,Sonoma,5/20/2014,1153500,10.55,16,16,0,0,5440,1957,95407
5030 3rd St,San Francisco,San Francisco,9/10/2014,600000,10.53,6,4,0,1,9610,1923,94124
9700 Mountain Blvd,Oakland,Alameda,3/14/2014,2740000,10.48,19,6,11,2,20742,1991,94605
218 Lincoln Ave,Redwood City,San Mateo,1/20/2013,1095000,10.47,3,0,3,0,11158,2005,94061
2276 Macarthur Blvd,Oakland,Alameda,11/5/2013,1300500,10.46,9,0,0,9,5940,1988,94602
2523-2533 Mason St,Oakland,Alameda,6/20/2014,520000,10.46,6,5,1,0,6055,1958,94605
1501 23rd Ave,Oakland,Alameda,8/29/2013,520000,10.46,6,6,0,0,3910,1929,94606
1101 Polk St,San Francisco,San Francisco,12/22/2015,2170000,10.45,19,16,0,0,24600,1906,94109
1607 Miller Ave,Oakland,Alameda,4/16/2015,590000,10.45,6,2,0,2,3537,1900,94601
2804 Curtis Ave,Redwood City,San Mateo,5/21/2012,630000,10.4,4,4,0,0,2080,1955,94063
159 Buckingham Ave,Redwood City,San Mateo,2/28/2013,790000,10.37,5,5,0,0,6806,1977,94063
619 Manzanita St,Redwood City,San Mateo,3/1/2013,632000,10.37,4,4,0,0,7062,1951,94063
1720 Lincoln Ave,San Rafael,Marin,8/23/2013,1625000,10.33,14,14,0,0,5500,,94901
135 E Magnolia St,Stockton,San Joaquin,4/11/2014,1090000,10.3,24,24,0,0,21413,1918,95202
570 Mastick Ave,San Bruno,San Mateo,5/17/2013,2295000,10.28,12,10,0,2,15924,1978,94066
8719 Hillside St,Oakland,Alameda,8/15/2014,529000,10.28,6,2,4,0,4029,1953,94605
111 Nancy Ln,San Jose,Santa Clara,5/28/2014,650000,10.26,6,2,2,2,3900,1962,95127
1453 El Camino Real,Burlingame,San Mateo,4/30/2013,3200000,10.24,12,12,0,0,7200,1992,94010
1738-1748 Virginia Ave,San Jose,Santa Clara,7/20/2012,1200000,10.19,11,9,2,0,7144,1961,95116
1722 27th Ave,Oakland,Alameda,12/2/2016,4006518,10.18,45,39,6,0,24115,1965,94601
26903 Huntwood Ave,Hayward,Alameda,2/24/2017,1650000,10.14,22,3,7,0,7448,,94544
917 28th St,Oakland,Alameda,1/15/2014,1525000,10.11,17,1,1,1,16704,1944,94608
333 Catalpa St,San Mateo,San Mateo,8/15/2012,1622500,10.1,10,10,0,0,9378,1963,94401
2201 Luz Ave,San Jose,Santa Clara,12/10/2012,770000,10.1,7,6,0,0,3168,1955,95116
1911 40th Ave,Oakland,Alameda,2/2/2016,540000,10.08,6,0,2,0,3300,1922,94601
4121 Opal St,Oakland,Alameda,12/27/2012,900000,10.08,10,10,0,0,8570,,94609
7867 Bancroft Ave.,Oakland,Alameda,7/31/2015,1260000,10.08,14,0,14,0,10816,1963,94605
2241 E 15th St,Oakland,Alameda,5/1/2013,541000,10.06,6,6,0,0,3210,1915,94606
2801 Dover Ave,Fairfield,Solano,10/23/2015,23100000,10.05,200,152,48,0,146936,2002,94533
1002 E. 23rd Street,Oakland,Alameda,1/18/2013,3075000,10.03,34,17,3,0,16650,1960,94606
601 Miller Ave,Martinez,Contra Costa,9/10/2013,380000,10.01,5,3,2,0,2561,,94553
3040 Lynde St,Oakland,Alameda,7/9/2014,815000,10.01,9,7,2,0,8168,,94601
7936 Westwood Dr,Gilroy,Santa Clara,12/20/2013,38300000,10,170,72,98,0,170000,2006,95020
2020-2024 Clarmar Way,San Jose,Santa Clara,5/21/2012,5270000,10,34,32,1,1,16524,1956,95128
3116-3130 Brookdale Ave,Oakland,Alameda,12/28/2012,818000,9.98,9,4,5,0,7422,1935,94602
3760 Park Boulevard Way,Oakland,Alameda,5/11/2012,2457000,9.96,27,3,0,0,13860,1934,94610
1241 International Blvd,Oakland,Alameda,3/6/2015,620000,9.95,6,2,1,1,4732,1895,94606
549-573 E San Bruno Ave,San Bruno,San Mateo,12/31/2013,825000,9.93,5,0,5,0,4361,1934,94066
1844 7th Ave,Oakland,Alameda,3/15/2013,2925000,9.92,32,28,4,0,20564,1957,94606
151 S Petaluma Blvd,Petaluma,Sonoma,6/13/2014,32500000,9.88,181,70,60,13,80422,2005,94952
1641-1645 47th Ave,Oakland,Alameda,3/26/2015,460000,9.86,5,4,0,1,5750,1924,94601
655 Sycamore Ave,Hayward,Alameda,1/29/2014,1700000,9.84,22,4,15,3,16671,1962,94544
90 Kent Ct,Daly City,San Mateo,8/12/2013,5000000,9.83,30,18,8,0,28200,1972,94015
2953 Brookdale Ave,Oakland,Alameda,10/16/2013,650000,9.77,7,0,7,0,5116,1962,94602
400 E Hillsdale Blvd,San Mateo,San Mateo,3/28/2014,9562000,9.76,57,42,12,0,52040,1964,94403
2426 12th Ave,Oakland,Alameda,11/5/2012,465000,9.75,5,0,2,3,4477,1966,94606
2604 Fruitvale Ave,Oakland,Alameda,8/30/2013,1675000,9.74,18,15,3,0,14283,1964,94601
659 S 9th St,San Jose,Santa Clara,6/22/2012,1600000,9.73,14,2,0,0,13566,1957,95112
2531 E 16th St,Oakland,Alameda,3/17/2015,1865000,9.72,20,16,4,0,12034,1957,94601
2119 Nevin Ave,Richmond,Contra Costa,3/4/2014,470000,9.71,5,0,3,1,3549,1985,94801
311 Cloverdale Blvd,Cloverdale,Sonoma,4/12/2013,710000,9.71,8,4,1,1,5900,1903,95425
2616 Harrison St,Oakland,Alameda,6/19/2012,562000,9.68,6,6,0,0,4028,1922,94612
6372-6384 Old Redwood Hwy,Santa Rosa,Sonoma,7/11/2014,550000,9.68,7,0,0,1,3589,1950,95403
1359-1371 West Ave,Santa Rosa,Sonoma,6/6/2014,550000,9.68,7,0,3,4,7619,1946,95407
360 Meridian Ave,San Jose,Santa Clara,11/24/2014,17250000,9.67,90,5,52,32,96720,1997,95126
3759 Brookdale Ave,Oakland,Alameda,2/20/2015,750000,9.67,8,4,0,0,3862,1924,94619
3700 International Blvd,Oakland,Alameda,8/29/2014,4475000,9.65,30,8,14,8,34648,1986,94601
684 Oakside Ave,Redwood City,San Mateo,4/30/2013,680000,9.64,4,4,0,0,2684,1959,94063
1820 5th Ave,Oakland,Alameda,10/12/2012,1695000,9.63,18,0,18,0,13269,1928,94606
2112 35th Ave,Oakland,Alameda,3/23/2015,660000,9.62,7,4,3,0,4078,1962,94601
114 Orange Ave,South San Francisco,San Mateo,11/8/2012,1875000,9.61,11,5,6,0,12320,1972,94080
20 E 16th St,Antioch,Contra Costa,8/30/2013,1662500,9.61,21,16,5,0,14309,1960,94509
901 Link Ln,Santa Rosa,Sonoma,6/25/2013,475000,9.61,6,1,2,3,5365,1959,95401
255 La Pala Dr,San Jose,Santa Clara,9/10/2013,695000,9.6,6,6,0,0,3520,1958,95127
961-965 Yerba Buena Ave,Oakland,Alameda,9/6/2013,1135000,9.59,12,12,0,0,5154,1963,94608
6920 Commerce Blvd,Rohnert Park,Sonoma,7/30/2013,3700000,9.59,20,0,0,20,22530,2007,94928
254 N 4th St,San Jose,Santa Clara,5/1/2013,790000,9.57,6,6,0,0,2672,1898,95112
2008 96th Ave,Oakland,Alameda,1/15/2016,475000,9.54,5,4,1,0,4553,,94603
2711 23rd Ave,Oakland,Alameda,6/20/2013,1140000,9.54,12,0,11,1,8476,1956,94606
721-723 Menker Ave,San Jose,Santa Clara,7/9/2013,1300000,9.54,8,0,8,0,6580,1963,95128
71 9th Ave,San Mateo,San Mateo,3/13/2013,2062500,9.53,12,0,12,0,19361,1965,94401
771 Pierce Rd,Menlo Park,San Mateo,12/18/2012,1376000,9.52,8,0,8,0,5400,1964,94025
612-626 W Parr Ave,Los Gatos,Santa Clara,12/13/2012,15000000,9.51,107,107,0,0,59381,1985,95032
4301-4349 Renaissance Dr,San Jose,Santa Clara,12/31/2012,173750000,9.51,637,305,287,0,525463,1998,95134
8710 Mill Creek Rd,Healdsburg,Sonoma,8/27/2012,400000,9.51,5,5,0,0,3000,1929,95448
953 Helen Ave,Sunnyvale,Santa Clara,11/6/2012,2500000,9.5,14,6,7,1,17794,1961,94086
704 B St,Hayward,Alameda,6/25/2014,880000,9.49,7,6,1,0,4350,1890,94541
2222 47th Ave,Oakland,Alameda,1/8/2016,670000,9.47,7,2,4,1,4810,1963,94601
221 Wilbur Ave,Antioch,Contra Costa,6/18/2014,2250000,9.46,28,9,9,2,12923,1941,94509
2575 Fruitvale Ave,Oakland,Alameda,5/29/2015,767500,9.45,8,8,0,0,4748,1920,94601
2354 Fruitvale Ave,Oakland,Alameda,9/25/2014,1250000,9.43,13,10,3,0,8208,1962,94601
497 Leigh Ave,San Jose,Santa Clara,8/28/2013,1320000,9.4,8,8,0,0,4160,1957,95128
3333 Cabrillo Ave,Santa Clara,Santa Clara,9/30/2014,28000000,9.37,236,100,135,1,90000,1965,95051
1100 Sevier Ave,Menlo Park,San Mateo,4/24/2013,1050000,9.36,6,4,2,0,4000,1930,94025
7981-8005 MacArthur Blvd,Oakland,Alameda,10/2/2015,2325000,9.36,24,25,0,0,12032,1940,94605
1937 26th Ave,Oakland,Alameda,12/16/2015,1650000,9.34,17,17,0,0,10228,1928,94601
4060 Lyon Ave,Oakland,Alameda,12/28/2012,681000,9.32,7,6,1,0,5090,1960,94601
35 Rosemont Pl,San Francisco,San Francisco,6/1/2016,640000,9.32,5,0,3,1,6570,1906,94103
1643 6th Ave,Oakland,Alameda,5/3/2012,780000,9.3,8,8,0,0,4440,,94606
1625 6th Ave,Oakland,Alameda,5/3/2012,780000,9.3,8,8,0,0,6174,,94606
787 22nd St,Oakland,Alameda,1/12/2015,2150000,9.28,22,14,0,0,13601,1910,94612
433 Alida Way,South San Francisco,San Mateo,1/22/2015,31990000,9.27,181,43,0,0,121204,1970,94080
176 15th St,Oakland,Alameda,1/24/2014,2250000,9.27,23,7,1,0,10530,1925,94612
1718 High St,Oakland,Alameda,11/12/2014,665000,9.27,6,10,1,0,5078,1895,94601
1951 E 30th St,Oakland,Alameda,11/1/2013,1175000,9.26,12,6,6,0,9192,1966,94606
623 Commercial Ave,South San Francisco,San Mateo,2/12/2013,1275000,9.25,6,5,1,0,7240,1980,94080
532 25th St,Oakland,Alameda,3/13/2015,490000,9.25,5,2,0,0,2255,,94612
3121 Cuthbert Ave,Oakland,Alameda,6/3/2013,590000,9.22,6,0,6,0,4920,1962,94602
1389 Jefferson St,Oakland,Alameda,9/5/2013,103241429,9.2,264,147,76,13,251000,2011,94612
266-280 Perrymont Ave,San Jose,Santa Clara,3/1/2013,1450000,9.2,12,12,0,0,5738,1956,95125
144 Mun Kwok,Stockton,San Joaquin,2/27/2015,5600000,9.19,110,40,30,0,85011,1966,95202
5915 Telegraph Ave,Oakland,Alameda,12/18/2012,988000,9.18,10,10,0,0,4928,1960,94609
188 Noe St,San Francisco,San Francisco,2/14/2013,780000,9.18,6,0,0,6,9351,1902,94114
2138 19th Ave,Oakland,Alameda,9/18/2015,495000,9.16,5,2,2,0,3032,1912,94606
3217 Vicente St,San Francisco,San Francisco,3/8/2013,575000,9.16,5,5,0,0,3494,1974,94116
3024 Fruitvale Ave,Oakland,Alameda,10/14/2013,1785000,9.14,15,0,3,12,32805,1986,94602
146 N East St,Cloverdale,Sonoma,12/10/2013,899000,9.14,9,3,5,0,6950,1979,95425
22597 7th St,Hayward,Alameda,5/11/2012,500000,9.13,6,5,1,0,3230,,94541
21659 Montgomery Street,Hayward,Alameda,3/27/2014,5000000,9.13,50,50,0,0,33111,1979,94541
830 Milton St,Oakland,Alameda,9/19/2012,676500,9.11,6,6,0,0,3437,1895,94607
1754-1756 Mission St,San Francisco,San Francisco,9/16/2014,2230000,9.1,12,9,0,0,5970,1906,94103
2221 Santa Rita St,Oakland,Alameda,3/6/2015,699000,9.08,7,6,0,1,4273,1923,94601
