Address,Type,SaleDate,SalePrice,GRM,Cap,PricePerSF,PricePerUnit,BldgSF,NumberOfUnits,Age,BuildingCondition,BuildingClass,BuildingMaterials,Latitude,Longitude,1Bedrooms,2Bedrooms,3Bedrooms,Floors,ZipCode,Rating,Vacancy,Zoning,SaleCondition,YearBuilt
990 Geary St,Multi-Family,1/18/2012,7045320,10.75,5.06,170.24,117422,41385,60,103,Good,B,Masonry,37.7861892,-122.4196622,20,0,0,6,94109,3 Star,0,RC-4,1031 Exchange,1914
766 Sutter St,Multi-Family,11/12/2002,6500000,10.9,5.13,159.72,127451,40695,51,107,Good,B,Reinforced Concrete,37.7889313,-122.4131952,20,6,4,5,94109,2 Star,0,RC4,,1910
1737 Jackson St,Multi-Family,12/5/2011,4999000,12.58,5,320.02,238048,15621,21,53,Good,C,,37.7935921,-122.4238085,20,0,0,3,94109,2 Star,0,RM3,,1964
1350 Pine St,Multi-Family,9/20/2011,4710000,,7.88,263.66,168214,17864,28,108,Good,C,Wood Frame,37.790193,-122.418217,20,0,0,4,94109,2 Star,0,RC-4,Court Appointed Sale,1909
940 Post St,Multi-Family,10/15/2010,4150000,9,6.23,197.32,118571,21032,35,105,Good,B,Masonry,37.7874881,-122.41745,20,0,0,4,94109,3 Star,0,RC4,,1912
1350 Pine St,Multi-Family,9/26/2002,3650000,10.62,6.05,204.32,130357,17864,28,108,Good,C,Wood Frame,37.790193,-122.418217,20,0,0,4,94109,2 Star,0,RC-4,1031 Exchange,1909
491 Crescent St,Multi-Family,12/29/2003,4900000,10.61,5.35,105.3,181481,46535,27,89,Good,C,Masonry,37.814546,-122.249408,20,4,0,5,94610,2 Star,0,R-70,,1928
391-393 Fairmount Ave,Multi-Family,12/28/2001,1240000,9.22,7.05,74.1,62000,16734,20,83,Good,C,Wood Frame,37.818948,-122.257051,20,0,0,2,94611,2 Star,0,R,,1934
3659-3677 20th St,Multi-Family,11/12/2012,4300000,,4.73,335.57,215000,12814,20,111,Good,B,Wood Frame,37.7582551,-122.4226817,20,0,0,3,94110,3 Star,0,RH3,,1906
266-270 San Jose Ave,Multi-Family,11/7/2001,1765000,11.47,6.12,129.42,88250,13638,20,60,Good,C,Wood Frame,37.7509006,-122.4218337,20,0,0,2,94110,2 Star,0,RH-3,1031 Exchange,1957
940-942 Hayes St (Part of Portfolio),Multi-Family,9/19/2011,7630928,,,270.32,190773,28229,40,91,Good,C,Reinforced Concrete,37.7760961,-122.4321595,20,0,0,3,94117,3 Star,0,RM2,Bulk/Portfolio Sale,1926
1002-1008 E 23rd St,Multi-Family,7/12/2006,2807750,8.95,5.92,127.48,82581,22025,34,54,Good,B,Masonry,37.797835,-122.24099,20,3,0,4,94606,2 Star,0,R-50,1031 Exchange,1963
220 E 15th St (Part of Multi-Property Sale),Multi-Family,7/12/2013,2550000,,,210.81,106250,12096,24,62,Good,B,Reinforced Concrete,37.7985484,-122.2548696,20,0,0,2,94606,3 Star,0,RES,,1955
399 Schafer Rd,Multi-Family,12/1/2000,2475000,7.97,8.41,123.13,82500,20100,30,55,Good,C,Masonry,37.641616,-122.074199,20,10,0,2,94544,2 Star,0,RM,1031 Exchange,1962
399 Schafer Rd,Multi-Family,4/12/2000,2000000,6.56,9.98,99.5,66667,20100,30,55,Good,C,Masonry,37.641616,-122.074199,20,10,0,2,94544,2 Star,0,RM,,1962
1601-1605 Clay St,Multi-Family,5/3/2016,10000000,14.24,4.6,538.85,454545,18558,22,107,Good,B,Masonry,37.8068488,-122.2729034,20,0,0,5,94612,3 Star,0,C-55,,1910
825 Pine St,Multi-Family,3/18/2004,6321500,11.75,5.54,288.65,203919,21900,31,94,Good,C,Wood Frame,37.7907388,-122.4095095,20,1,0,3,94108,2 Star,0,RM4,1031 Exchange,1923
2398 Parker St,Multi-Family,11/15/2013,3500000,15.1,3.34,201.92,175000,17334,20,59,Good,C,,37.8627874,-122.2605413,20,0,0,3,94704,2 Star,0,0,,1958
2321 Dwight Way,Multi-Family,8/27/2004,3100000,10.93,5.74,198.99,129167,15579,24,89,Good,C,,37.864963,-122.262027,20,4,0,3,94704,2 Star,0,N/Av,,1928
2321 Dwight Way,Multi-Family,2/13/2004,2490000,9.38,6.21,159.83,103750,15579,24,89,Good,C,,37.864963,-122.262027,20,4,0,3,94704,2 Star,0,N/Av,,1928
14822-14828 E 14th St,Multi-Family,10/26/2004,5100000,10.47,6.27,145.13,127500,35140,40,28,Good,C,Masonry,37.708052,-122.131687,20,20,0,4,94578,3 Star,0,N/Av,,1989
1170 Lincoln Ave,Multi-Family,5/10/2011,2300000,9.77,5.76,90.74,104545,25348,22,58,Good,C,Wood Frame,37.9008123,-122.0576058,20,0,0,2,94596,2 Star,0,M1,,1959
2000 Linden St,Multi-Family,10/29/2013,1565000,7.8,6.61,150.48,71136,10400,22,54,Good,C,Masonry,37.813319,-122.282168,20,2,0,2,94607,2 Star,0,R-50,,1963
22281 Center St,Multi-Family,7/29/2011,12852000,,5.75,97.05,119000,132424,108,54,Good,C,Masonry,37.6863703,-122.0636967,20,86,2,2,94546,2 Star,0,0,,1963
210-218 Carquinez Scenic Dr,Multi-Family,5/18/2004,1910000,10.6,5.51,209.48,95500,9118,20,59,Good,C,,38.017061,-122.14332,20,0,0,2,94553,2 Star,0,R2.5,1031 Exchange,1958
210-218 Carquinez Scenic Dr,Multi-Family,3/21/2014,1867000,,6.4,204.76,155583,9118,20,59,Good,C,,38.017061,-122.14332,20,0,0,2,94553,2 Star,0,R2.5,,1958
210-218 Carquinez Scenic Dr,Multi-Family,3/2/2001,1195000,7.38,7.87,131.06,59750,9118,20,59,Good,C,,38.017061,-122.14332,20,0,0,2,94553,2 Star,0,R2.5,1031 Exchange,1958
4401 Central Ave,Multi-Family,2/20/2007,8450000,10.92,5.47,165.17,136290,51160,62,52,Good,C,Wood Frame,37.551337,-122.008428,20,32,0,2,94536,2 Star,0,N/Av,,1965
1082 Post St,Multi-Family,1/12/2010,1875000,8.76,7.41,192.6,98684,9735,19,102,Good,B,Masonry,37.7871459,-122.4196432,19,0,0,4,94109,3 Star,0,POLK,1031 Exchange,1915
232 29th St,Multi-Family,6/20/2002,2525000,10.11,6.25,177.5,101000,14225,25,55,Good,C,Masonry,37.8167855,-122.2591983,19,0,0,4,94611,2 Star,0,N/Av,,1962
232 29th St,Multi-Family,4/20/2004,2500000,10.2,6.18,175.75,100000,14225,25,55,Good,C,Masonry,37.8167855,-122.2591983,19,0,0,4,94611,2 Star,0,N/Av,,1962
1602-1618 Foothill Blvd,Multi-Family,9/17/2004,1800000,8.13,7.66,70.87,78261,25400,23,71,Good,C,Masonry,37.79641,-122.250516,19,4,0,2,94606,2 Star,0,R-50,,1946
658 Cherry Way,Multi-Family,12/15/2016,3455000,9.53,7.27,271.75,172750,12714,20,58,Good,C,Masonry,37.6813508,-122.1022748,19,0,1,2,94541,2 Star,0,RSSU,,1959
658 Cherry Way,Multi-Family,4/9/2013,1973000,,6.65,155.18,98650,12714,20,58,Good,C,Masonry,37.6813508,-122.1022748,19,0,1,2,94541,2 Star,0,RSSU,,1959
211 Canal St,Multi-Family,6/4/2004,6000000,9.47,6.03,213.18,176471,28145,34,55,Good,C,,37.966583,-122.50322,19,2,13,2,94901,2 Star,0,HR-1,1031 Exchange,1962
211 Canal St,Multi-Family,8/15/2007,5850000,9.3,6.62,207.85,172059,28145,34,55,Good,C,,37.966583,-122.50322,19,2,13,2,94901,2 Star,0,HR-1,,1962
3553 Dimond Ave,Multi-Family,8/10/2004,1600000,9.2,6.22,115.14,80000,13896,20,57,Good,C,Masonry,37.801793,-122.21739,19,0,0,2,94602,2 Star,0,R-50,,1960
3553 Dimond Ave,Multi-Family,1/13/2000,1025000,7,8.22,73.76,51250,13896,20,57,Good,C,Masonry,37.801793,-122.21739,19,0,0,2,94602,2 Star,0,R-50,1031 Exchange,1960
2315 Telegraph Ave,Multi-Family,1/14/2011,18500000,,7.73,385.46,402174,47994,46,112,Good,C,Masonry,37.8684994,-122.2587987,19,4,0,3,94704,2 Star,0,C-T,,1905
1552 E Gate Way,Multi-Family,10/25/2007,28550000,,4.1,255.88,285500,111574,100,15,Good,A,Wood Frame,37.6563959,-121.8951335,19,49,32,3,94566,4 Star,0,PUD- Ord. 1813,,2002
4098 San Pablo Ave (Part of Multi-Property Sale),Multi-Family,12/28/2012,13253959,,,202.79,250074,65359,53,8,Good,B,Masonry,37.831548,-122.278912,18,30,5,4,94608,3 Star,0,0,,2009
777-779 Kingston Ave (Part of Multi-Property Sale),Multi-Family,4/10/2013,3933333,,,122.6,131111,32082,30,58,Good,C,Masonry,37.8242603,-122.2491586,18,6,0,3,94611,2 Star,0,N/Av,1031 Exchange,1959
220 Perkins St,Multi-Family,8/29/2008,3275400,11.1,5.56,139.93,155971,23408,21,46,Good,C,Masonry,37.814963,-122.255334,18,3,0,4,94610,2 Star,0,0,,1971
35 Monte Vista Ave,Multi-Family,9/2/2005,3210000,11.73,5.82,219.5,145909,14624,22,56,Good,C,Reinforced Concrete,37.824896,-122.253432,18,3,0,2,94611,2 Star,0,R70,,1961
287 Euclid Ave,Multi-Family,10/31/2007,3200000,9.77,5.6,173.04,118519,18493,27,58,Good,C,Reinforced Concrete,37.814306,-122.253298,18,9,0,4,94610,2 Star,0,R-70,,1959
671 Vernon St,Multi-Family,11/14/2003,3000000,,6.56,148.63,96774,20185,31,56,Good,C,Masonry,37.820181,-122.248283,18,10,0,4,94610,2 Star,0,N/Av,1031 Exchange,1961
287 Euclid Ave,Multi-Family,2/27/2003,2825000,9.34,5.94,152.76,104630,18493,27,58,Good,C,Reinforced Concrete,37.814306,-122.253298,18,9,0,4,94610,2 Star,0,R-70,,1959
35 Monte Vista Ave,Multi-Family,7/18/2003,2765000,10.1,6.12,189.07,125682,14624,22,56,Good,C,Reinforced Concrete,37.824896,-122.253432,18,3,0,2,94611,2 Star,0,R70,,1961
600 Oak St (Part of Portfolio),Multi-Family,5/3/2012,4482884,,,389.14,249049,11520,18,54,Good,C,Wood Frame,37.7743998,-122.4294308,18,0,0,3,94117,2 Star,0,RM1,Bulk/Portfolio Sale,1963
600 Oak St,Multi-Family,7/23/2007,3925000,14.8,,340.71,218056,11520,18,54,Good,C,Wood Frame,37.7743998,-122.4294308,18,0,0,3,94117,2 Star,0,RM1,,1963
185 Athol Ave,Multi-Family,12/14/2015,5800000,14.83,3.9,294.42,232000,19700,25,51,Good,C,Masonry,37.8010908,-122.2520003,18,7,0,3,94606,2 Star,0,0,,1966
640 Brooklyn Ave,Multi-Family,2/26/2016,4500000,12.23,4.7,429.68,250000,10473,18,88,Good,C,Masonry,37.8042722,-122.2471093,18,0,0,3,94606,2 Star,0,RES,1031 Exchange,1929
640 Brooklyn Ave,Multi-Family,1/9/2014,1825000,,6.53,174.26,101389,10473,18,88,Good,C,Masonry,37.8042722,-122.2471093,18,0,0,3,94606,2 Star,0,RES,,1929
2912 14th Ave,Multi-Family,2/27/2015,1800000,,8.32,149.02,100000,12079,18,68,Good,C,Masonry,37.797517,-122.229917,18,0,0,2,94606,2 Star,0,R-70,,1949
2912 14th Ave,Multi-Family,5/7/2012,1375000,,7.5,113.83,76389,12079,18,68,Good,C,Masonry,37.797517,-122.229917,18,0,0,2,94606,2 Star,0,R-70,,1949
314 Perkins St,Multi-Family,7/6/2016,10500000,,4.5,320.34,300000,32778,35,45,Good,C,Masonry,37.812322,-122.2550416,18,11,0,3,94610,2 Star,0,MR-1,,1972
285 Lee St,Multi-Family,10/31/2014,6150000,12.87,,300.45,227778,20469,27,27,Good,C,Masonry,37.8120433,-122.2568807,18,6,0,4,94610,3 Star,0,RU-2/S-12,,1990
314 Perkins St,Multi-Family,4/29/2011,4675000,9.82,6.19,142.63,133571,32778,35,45,Good,C,Masonry,37.812322,-122.2550416,18,11,0,3,94610,2 Star,0,MR-1,,1972
451 Lee St,Multi-Family,5/1/2014,4365000,12.6,4.68,231.88,161667,18824,27,56,Good,C,Masonry,37.8096875,-122.2572853,18,3,0,4,94610,2 Star,0,R-70,,1961
362 Euclid,Multi-Family,8/25/2000,2500000,8.16,7.47,78.85,86207,31707,29,48,Good,C,Masonry,37.812628,-122.251831,18,11,0,4,94610,2 Star,0,R70,1031 Exchange,1969
141 Montecito Ave,Multi-Family,1/6/2010,2297400,8.9,6.54,139.21,120916,16503,19,54,Good,C,Masonry,37.8119098,-122.2597714,18,1,0,4,94610,2 Star,0,N/Av,Deferred Maintenance,1963
380 Euclid Ave,Multi-Family,4/24/2014,2230000,,6,137.73,106190,16191,21,59,Good,C,Wood Frame,37.811776,-122.251447,18,3,0,3,94610,2 Star,0,R-70/S-2,Deferred Maintenance,1958
141 Montecito Ave,Multi-Family,2/7/2006,2200000,12.16,4.12,133.31,115789,16503,19,54,Good,C,Masonry,37.8119098,-122.2597714,18,1,0,4,94610,2 Star,0,N/Av,,1963
380 Euclid Ave,Multi-Family,6/7/2005,2100000,9.03,5.99,129.7,100000,16191,21,59,Good,C,Wood Frame,37.811776,-122.251447,18,3,0,3,94610,2 Star,0,R-70/S-2,,1958
2805 E 16th St,Multi-Family,9/3/2004,2870000,8.35,6.88,97.65,79722,29391,36,88,Good,C,Masonry,37.781132,-122.228239,18,0,0,3,94601,2 Star,0,R-40,1031 Exchange,1929
1757 26th Ave,Multi-Family,8/8/2012,2470000,,7.7,101.08,63333,24435,39,79,Good,C,Masonry,37.784319,-122.229356,18,12,0,3,94601,2 Star,0,R30,REO Sale,1938
1929 26th Ave,Multi-Family,3/14/2014,1787500,,6.75,117.6,77717,15200,23,89,Good,C,Reinforced Concrete,37.785154,-122.228778,18,0,0,3,94601,2 Star,0,C-30,Debt Assumption,1928
2120 California St,Multi-Family,6/4/2004,3900000,12.63,3.96,194.79,216667,20022,18,96,Good,C,Reinforced Concrete,37.789751,-122.429366,18,0,0,4,94115,2 Star,0,RM2,Bulk/Portfolio Sale,1921
2240 Golden Gate Ave,Multi-Family,11/13/2009,3910000,10.26,6,286.95,217222,13626,18,99,Good,B,Wood Frame,37.777789,-122.4476342,18,0,0,3,94118,3 Star,0,RH-2,,1918
400 Marion Ct,Multi-Family,10/4/2013,4100000,,5.98,123.46,205000,33210,20,97,Good,C,Masonry,37.773908,-122.285489,18,2,0,1,94501,2 Star,0,RES,,1920
1538 Saint Charles St,Multi-Family,7/8/2014,2800000,,5,182.08,155556,15378,18,92,Good,C,Masonry,37.7742792,-122.2654832,18,0,0,3,94501,2 Star,0,RES,1031 Exchange,1925
25100 Cypress Ave (Part of Multi-Property Sale),Multi-Family,2/26/2016,11490000,,,266.65,212777,43090,54,30,Good,C,Masonry,37.650958,-122.086434,18,18,18,3,94544,2 Star,0,0,Debt Assumption,1987
25401 Cypress Ave,Multi-Family,6/4/2015,6310000,,5.3,262.59,175278,24030,36,52,Good,C,Masonry,37.648868,-122.085434,18,18,0,2,94544,2 Star,0,R-3,,1965
25401 Cypress Ave,Multi-Family,6/4/2002,3265000,8.58,7.31,135.87,90694,24030,36,52,Good,C,Masonry,37.648868,-122.085434,18,18,0,2,94544,2 Star,0,R-3,,1965
1895 Jefferson St,Multi-Family,10/25/2007,6100000,18.44,,544.4,338889,11205,18,90,Good,B,Wood Frame,37.8045604,-122.4435082,18,0,0,3,94123,2 Star,0,RM-3,1031 Exchange,1927
3565 Fillmore St,Multi-Family,8/2/2011,4200000,15.15,4.32,240.22,233333,17484,18,91,Good,B,Wood Frame,37.8023926,-122.4370358,18,0,0,4,94123,2 Star,0,RM-3,,1926
3054 David Ave,Multi-Family,1/20/2016,4850000,,4.67,346.43,220455,14000,22,60,Good,C,Masonry,37.29727,-121.94824,18,4,0,2,95128,2 Star,0,R3,,1957
3040-3080 David Ave,Multi-Family,12/21/2007,2684000,10.82,7.19,238.37,122000,11260,22,60,Good,C,Wood Frame,37.2973551,-121.9479598,18,4,0,2,95128,2 Star,0,RM,1031 Exchange,1957
3054 David Ave,Multi-Family,3/19/2010,2350000,9.9,6.3,167.86,106818,14000,22,60,Good,C,Masonry,37.29727,-121.94824,18,4,0,2,95128,2 Star,0,R3,,1957
1771-1777 Hester Ave,Multi-Family,1/31/2003,2200000,11.02,6.01,148.97,110000,14768,20,66,Good,C,Wood Frame,37.324324,-121.92521,18,2,0,2,95128,2 Star,0,R3,1031 Exchange,1951
3068 David Ave (Part of Multi-Property Sale),Multi-Family,12/21/2007,,,,,,11260,22,60,Good,C,Wood Frame,37.2973379,-121.9487101,18,4,0,2,95128,2 Star,0,R3,1031 Exchange,1957
2615 Marina Blvd,Multi-Family,8/30/2002,2612500,8.66,6.01,111.45,93304,23442,28,53,Good,C,Masonry,37.702437,-122.187033,18,10,0,2,94577,2 Star,0,N/Av,,1964
490 Estudillo Ave,Multi-Family,7/3/2007,2150000,14.39,4.3,193.69,119444,11100,18,53,Good,C,Wood Frame,37.72681,-122.150452,18,0,0,3,94577,2 Star,0,0,,1964
501 38th Ave,Multi-Family,8/16/2010,2980000,10.89,6.9,196.7,165556,15150,18,91,Good,C,Wood Frame,37.7791902,-122.4988738,18,0,0,3,94121,2 Star,0,RM1,,1926
2701 64th Ave,Multi-Family,3/10/2006,5290000,9.29,3.96,105.5,97963,50140,54,29,Good,B,Masonry,37.7706796,-122.1852695,18,36,0,3,94605,3 Star,0,0,,1988
1013 G St,Multi-Family,12/29/2000,1030000,6.94,10.54,93.64,57222,11000,18,71,Good,C,,38.01054,-121.813651,18,0,0,1,94509,2 Star,0,R-3,1031 Exchange,1946
3600 Dimond Ave,Multi-Family,7/18/2013,3700000,,6.41,182.85,123333,20235,30,53,Good,C,Masonry,37.802092,-122.216162,18,9,0,3,94602,2 Star,0,R-70,1031 Exchange,1964
3600 Dimond Ave,Multi-Family,12/15/2000,2700000,8.67,7.7,133.43,90000,20235,30,53,Good,C,Masonry,37.802092,-122.216162,18,9,0,3,94602,2 Star,0,R-70,1031 Exchange,1964
1379 10th Ave,Multi-Family,6/28/2005,3600000,13.28,5.22,243.57,200000,14780,18,89,Good,C,Wood Frame,37.76267,-122.467465,18,0,0,3,94122,3 Star,0,RH-2,,1928
929 Pine St,Multi-Family,1/27/2011,4950000,11.1,5.63,278.09,165000,17800,30,109,Good,C,Wood Frame,37.7906117,-122.4110905,18,0,0,4,94108,2 Star,0,RM4,,1908
752 Stockton St,Multi-Family,1/13/2005,1400000,11.02,5.6,116.67,77778,12000,18,92,Good,C,,37.792944,-122.407499,18,0,0,4,94108,2 Star,0,CRNC,Deferred Maintenance,1925
2124 Mckinley Ave,Multi-Family,3/27/2007,2100000,,5.01,147.46,116667,14241,18,88,Good,C,,37.8694848,-122.274244,18,0,0,3,94703,2 Star,0,0,,1929
3222 Glendora Dr,Multi-Family,12/4/2001,5415000,13,5.11,270.75,225625,20000,24,42,Good,B,Reinforced Concrete,37.532025,-122.326885,18,4,0,2,94403,2 Star,0,R4,,1975
28-36 Cottage Ave,Multi-Family,1/13/2005,1770000,10.14,5.55,202.87,98333,8725,18,115,Good,C,Wood Frame,37.9277084,-122.3849756,18,0,0,2,94801,2 Star,0,N/Av,,1902
5300 Walnut St,Multi-Family,9/29/2006,1700000,8.9,6,89.04,94444,19092,18,89,Good,C,Wood Frame,37.776437,-122.195538,18,0,0,4,94619,2 Star,0,R-50,1031 Exchange,1928
3430 Vista Oaks Dr,Multi-Family,1/27/2015,13300000,,4.68,219.54,184722,60582,72,31,Good,C,Masonry,37.9980618,-122.1250539,18,46,8,2,94553,3 Star,0,0,,1986
1717 Oxford St,Multi-Family,1/26/2000,3000000,9.2,7.13,116.23,100000,25812,30,87,Good,C,Masonry,37.876561,-122.266291,18,0,0,4,94709,2 Star,0,R3,1031 Exchange,1930
1735 Highland Pl,Multi-Family,11/8/2000,2900000,,6,174.51,131818,16618,22,58,Good,C,Masonry,37.876802,-122.255508,18,4,0,4,94709,2 Star,0,N/Av,1031 Exchange,1959
2828 College Ave,Multi-Family,4/15/2005,2280000,11.85,5.67,255.72,126667,8916,18,59,Good,C,,37.858885,-122.253461,18,0,0,3,94705,2 Star,0,0,1031 Exchange,1958
2235 Laguna St,Multi-Family,12/28/2012,20613000,,3.7,485.17,710793,42486,29,78,Good,C,Reinforced Concrete,37.79188,-122.429631,17,0,12,6,94115,2 Star,6.9,RM2,,1939
721 Geary St (Part of Multi-Property Sale),Multi-Family,8/23/2016,7340657,,,369.92,262166,19844,28,95,Good,C,Masonry,37.78626,-122.415318,17,2,0,5,94109,2 Star,0,RC-4,1031 Exchange,1922
721 Geary St,Multi-Family,10/10/2013,5575000,,4.65,280.94,199107,19844,28,95,Good,C,Masonry,37.78626,-122.415318,17,2,0,5,94109,2 Star,0,RC-4,,1922
671 Vernon St,Multi-Family,1/13/2005,3425000,10.87,5.5,169.68,110484,20185,31,56,Good,C,Masonry,37.820181,-122.248283,17,11,0,4,94610,2 Star,0,N/Av,1031 Exchange,1961
115 Moss Ave,Multi-Family,3/31/2006,2825000,10.61,5.31,131.29,122826,21518,23,53,Good,C,Masonry,37.820636,-122.253706,17,6,0,3,94611,2 Star,0,R-70,,1964
3901 Ruby St,Multi-Family,2/11/2010,1490000,8.9,5.9,144.25,87647,10329,17,55,Good,C,Masonry,37.8278048,-122.2627119,17,0,0,3,94609,2 Star,0,0,1031 Exchange,1962
575 Pierce St,Multi-Family,1/15/2015,17800000,,2.7,549.38,523529,32400,34,87,Good,C,,37.7752522,-122.4347517,17,0,0,7,94117,3 Star,0,RM2,1031 Exchange,1930
100 Broderick St,Multi-Family,1/31/2001,4950000,10.92,5.77,183.33,141429,27000,35,89,Good,C,Reinforced Concrete,37.771259,-122.438542,17,1,0,6,94117,2 Star,0,Rm-2,1031 Exchange,1928
1640 5th Ave,Multi-Family,11/23/2016,3100000,13.22,3.25,315.55,172222,9824,18,55,Good,C,Masonry,37.797445,-122.251097,17,0,0,2,94606,2 Star,0,0,,1962
1002-1008 E 23rd St,Multi-Family,1/18/2013,3075000,8.1,6.8,139.61,90441,22025,34,54,Good,C,Masonry,37.797835,-122.24099,17,3,0,4,94606,2 Star,0,R-50,,1963
1830 6th Ave,Multi-Family,4/22/2016,2360000,,5.37,214.55,131111,11000,18,59,Good,C,Masonry,37.797673,-122.248604,17,1,0,2,94606,2 Star,0,R50,,1958
2555-2567 Foothill Blvd,Multi-Family,4/21/2005,3900000,7.08,6.02,71.55,63934,54507,61,70,Good,C,Masonry,37.784303,-122.230019,17,0,0,3,94601,2 Star,0,C-30/R-50,Deferred Maintenance,1947
1937 26th Ave,Multi-Family,11/20/2007,790650,6.25,8.77,103.35,46509,7650,17,89,Good,C,Masonry,37.792346,-122.232421,17,0,0,3,94601,2 Star,0,R-50,,1928
1825 Galindo St (Part of Portfolio),Multi-Family,9/21/2011,45495203,,,199.87,344660,227624,132,9,Good,B,Reinforced Concrete,37.9755045,-122.0355764,17,115,0,4,94520,4 Star,0,0,Bulk/Portfolio Sale,2008
1520 Lacey Ct,Multi-Family,6/7/2002,1840000,8.19,10.05,66.88,76667,27510,24,54,Good,C,Masonry,37.9533821,-122.0446325,17,7,0,2,94520,2 Star,0,M1,,1963
1520 Lacey Ct,Multi-Family,1/12/2000,1350000,6.89,8.8,49.07,56250,27510,24,54,Good,C,Masonry,37.9533821,-122.0446325,17,7,0,2,94520,2 Star,0,M1,,1963
25190 Cypress Ave,Multi-Family,2/20/2014,5550000,10.5,5.5,180.22,154167,30795,36,52,Good,C,Masonry,37.6508562,-122.085719,17,17,2,3,94544,2 Star,0,RES,,1965
548-560 Garin Ave,Multi-Family,1/20/2005,3640000,9.24,6.75,105.29,104000,34571,35,51,Good,B,Masonry,37.6283518,-122.0439556,17,14,4,3,94544,2 Star,0,N/Av,Estate/Probate Sale,1966
24545 O'Neil Ave,Multi-Family,1/31/2008,3550000,9.12,6,139.42,110938,25463,32,53,Good,C,Masonry,37.662247,-122.077913,17,15,0,3,94544,2 Star,0,RH,,1964
42010 Blacow Rd,Multi-Family,10/15/2004,8725000,10.64,5.21,189.64,121181,46008,72,49,Good,B,Wood Frame,37.524047,-121.959661,17,23,0,2,94538,3 Star,0,N/Av,1031 Exchange,1968
887-895 Bush St,Multi-Family,8/31/2011,9500000,9.2,6.7,226.06,137681,42024,69,94,Good,C,,37.7896151,-122.4118732,17,0,1,6,94108,2 Star,0,RC-4,,1923
626 Powell St (Part of Portfolio),Multi-Family,9/19/2011,6486289,,,363.38,190773,17850,34,95,Good,B,,37.7905654,-122.4087084,17,0,0,6,94108,4 Star,0,RM-4,Bulk/Portfolio Sale,1922
2312 Fulton St (Part of Multi-Property Sale),Multi-Family,11/7/2016,31110000,,,499.95,420405,62226,74,11,Good,B,,37.867321,-122.266192,17,37,0,5,94704,4 Star,0,C-2,,2006
901 Jefferson St,Multi-Family,12/22/2014,24700000,,4.1,256.26,329333,96385,83,9,Good,B,Steel,37.802758,-122.276879,17,66,0,5,94607,4 Star,0,0,,2008
2541-2569 Le Conte Ave,Multi-Family,2/8/2008,4330000,10.53,4.26,208.38,149310,20779,29,67,Good,C,Wood Frame,37.877334,-122.2595032,17,5,0,3,94709,2 Star,0,R34,,1950
1332 Shattuck Ave,Multi-Family,7/24/2012,3380000,11.5,4.5,236.4,187778,14298,18,93,Good,C,,37.8826262,-122.2699618,17,1,0,4,94709,2 Star,0,RES,,1924
1332 Shattuck Ave,Multi-Family,2/27/2008,2550000,10,5.7,178.35,141667,14298,18,93,Good,C,,37.8826262,-122.2699618,17,1,0,4,94709,2 Star,0,RES,,1924
845 Las Galinas Ave,Multi-Family,1/31/2006,5475000,11.64,5.16,231.84,171094,23615,32,55,Good,C,Wood Frame,38.0070459,-122.5482305,17,15,0,2,94903,2 Star,0,0,,1962
4130-4140 Cesar Chavez St,Multi-Family,3/30/2001,6750000,12.76,4.51,239.18,168750,28221,40,53,Good,C,Wood Frame,37.7475134,-122.4323134,17,21,0,3,94131,2 Star,0,RM2,,1964
2821 Hillegass Ave,Multi-Family,7/12/2005,2650000,11.04,5.33,166.96,155882,15872,17,102,Good,C,,37.859253,-122.25522,17,0,0,2,94705,2 Star,0,R-2,1031 Exchange,1915
1330 Union St,Multi-Family,5/19/2016,8957000,20,2.67,636.74,389435,14067,23,109,Good,C,Wood Frame,37.7990335,-122.4212319,16,5,0,3,94109,2 Star,17.39,RM-2,,1908
600-610 Leavenworth St (Part of Portfolio),Multi-Family,11/5/2013,9900000,,,403.67,353571,24525,28,95,Good,B,Masonry,37.786781,-122.414702,16,0,0,5,94109,3 Star,3.57,R-5C,Bulk/Portfolio Sale,1922
3955 Vineyard Ave,Multi-Family,3/19/2004,15200000,,5.93,97.27,133333,156273,114,44,Good,C,Wood Frame,37.6645874,-121.8658092,16,62,36,2,94566,3 Star,2.92,0,1031 Exchange,1973
3400 Country Dr,Multi-Family,10/15/2012,47750000,,4.9,179.16,235222,266523,203,46,Good,A,Reinforced Concrete,37.552376,-121.989972,16,140,47,2,94536,4 Star,2.46,P,1031 Exchange,1971
1735 Van Ness Ave,Multi-Family,6/9/2006,9250000,15.5,3.98,243.42,256944,38000,36,89,Good,B,Masonry,37.7917966,-122.4228773,16,1,0,7,94109,3 Star,0,RC4,1031 Exchange,1928
840 Van Ness Ave,Multi-Family,11/30/2012,8800000,,5.44,314.29,176000,28000,50,107,Good,B,Wood Frame,37.7835232,-122.4205859,16,1,0,5,94109,3 Star,0,RC4,,1910
1735 Van Ness Ave,Multi-Family,8/28/2009,8200000,10.7,6,215.79,482353,38000,17,89,Good,B,Masonry,37.7917966,-122.4228773,16,1,0,7,94109,3 Star,0,RC4,REO Sale,1928
840 Van Ness Ave (Part of Portfolio),Multi-Family,10/29/2014,7431818,,,265.42,148636,28000,50,107,Good,B,Wood Frame,37.7835232,-122.4205859,16,1,0,5,94109,3 Star,0,RC4,Bulk/Portfolio Sale,1910
